,Style,amount,colorway/10,colorway/4,colorway/5,colorway/6,colorway/7,colorway/8,colorway/9,content,description,item,location,ref
4,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,, #5 coil zipper,,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire
5,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,additional zipper pulls,,location,supplier/ reference number
6,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,,hand pocket zippers,factory made
7,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,,back right pocket,factory made
8,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,,balls out venting,factory made
9,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,,hem gusset ,factory made
10,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,branded trims,,location,supplier/ reference number
11,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,6,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,"l1-2018-trim-021
l1 donut post shank",,"front strap closure (2), side entry closure (2 per side 4)",luks
12,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,3,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,"l1-2018-trim-008
new standard snap ",,"chest pocket (2), leg pocket (1)",luks
13,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,6,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,"l1-2018-trim-019 / 
l1 10mm denim rivet",,"hand pocket edges (4), back left pocket edges (2)",luks
14,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-027
l1 faux leather patch",,chest pocket,please source
15,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-006
large brown leather hem wrap / artwork debossed 1mm",,back left pocket,please source
16,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-023 / 
l1 faux leather denim patch",,back right waist band,please source
17,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,matching,matching,matching,matching,black,,,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,front left hem,please source
18,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,trims,,location,supplier/ reference number
19,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,15mm metal snap,,"""finger snap hem adjust"" back gaiter/ pant hem",luk's / 404
20,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,boot hook,,front gaiter,xxx
21,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,black,black,black,black,black,,,keyclip,,right leg pocket,xxx
22,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 set per side = 2 sets,,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,doxcp dull oxidized copper,,,metal clip and strap adjust,,front of shoulder straps,xxx
23,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,notions,,location,supplier/ reference number
24,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,,self fabric tab 1x1,,front gaiter under boot hook,factory
25,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,,self fabric tab 1x1,,back gaiter under finger snap hem adjust,factory
26,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,black,black,black,black,black,,,"grossgrain 1/4""",,attach key clip in right leg pocket,factory
27,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,black,black,black,black,black,,,"grossgrain 1/4""",,balls out venting mesh guard,factory
28,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,2,,black,black,black,black,black,,,gripper elastic 25mm non logo,,leg gaiters,mtt0022
29,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1 per side = 2,,black,black,black,black,black,,,38mm flat elastic,,front shoulder straps,chun wo ho (please look at photo in pdf and source similar elastic.
30,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,velcro,,location,supplier/ reference number
31,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,match to shell,,," 1/2"" x 1 1/2"" velcro with rounded corners",,chest pocket (hidden),"paiho / loop#1057, paiho / hooketn7"
32,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,xxx,,match to shell,match to shell,match to shell,match to shell,match to shell,,," 1/2""x1 velcro with rounded corners",,back left pocket (hidden),xxx
33,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,match to shell,,," 1/2"" x full length velcro with rounded corners",,right leg pocket (upper),"paiho / loop#1057, paiho / hooketn7"
34,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,2,,match to shell,match to shell,match to shell,match to shell,match to shell,,," 1/2"" x 1 1/2"" velcro with rounded corners",,right leg pocket (lower),"paiho / loop#1057, paiho / hooketn7"
35,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,thread,,supplier/ ref number,spi
36,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,regular thread,,matching,matching,matching,matching,matching,,,seams,,Feb-30,10-12 spi
37,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,heavy weight topstitch thread,,matching,matching,matching,matching,matching,,,denim weight topstitch,,none,8-10 spi
38,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,regular thread,,matching,matching,matching,matching,matching,,,bartacks,,100/2,none
39,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,labels ,,location,supplier/ reference number
40,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,10k/10k fully taped,none,none,none,none,,,10k/10k fully taped,,inner front right,soluna/ main label
41,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,"xs, s, m, l, xl",none,none,none,none,,,size label (sample size l),,center back ,soluna/ size label
42,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,hang tags,,location,supplier/ reference number
43,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,mens jacket hang tag,none,none,none,none,,,mens jacket hang tag,,left side hand pocket zipper,soluna/ mens jacket hang tag
44,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,pant regular fit hang tag,none,none,none,none,,,pant regular fit hang tag,,left side hand pocket zipper,soluna/ pant fit hang tag
45,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,amount,,black,ink,bone,soil,vintage camo broken twill,,,care and content labels,,location,supplier/ reference number
46,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,none,none,none,none,none,,,address label,,lining left side seam,factory sourced
47,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,none,none,none,none,none,,,content label,,lining left side seam,factory sourced
48,L1-202-18_OVERALL_04_05_17_TRIMS.csv.csv,1,,none,none,none,none,none,,,washing label,,lining left side seam,factory sourced
0,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,ink,military,rust,black,,,100% polyester,none,,a,"lucky / ltc3170017-r5-h311 micro hb, 15k/15k"
1,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,ink,military,rust,black,,,content,insulation,,location ,supplier/ reference number
2,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,pinneco mantle 60g,pinneco mantle 60g,pinneco mantle 60g,pinneco mantle 60g,,,100% polyester,polyfill insulation ,,all over,pinneco mantle 60g
3,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,ink,military,rust,black,,,content,seam tape,,location ,supplier/ reference number
4,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,fully seam sealed,fully seam sealed,fully seam sealed,fully seam sealed,,,none,seam tape,,fully seam sealed,tsgs 
5,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,ink,military,rust,black,,,content,lining,,location ,supplier/ reference number
6,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,,hood,solis / sonp006-1
7,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,lucky / satin lining ltc36838-x-p1847 with dead flowers print,lucky / satin lining ltc36838-x-p1847 with dead flowers print,lucky / satin lining ltc36838-x-p1847 with dead flowers print,lucky / satin lining ltc36838-x-p1847 with dead flowers print,,,100% polyester,printed satin,,main body,lucky / satin lining ltc36838-x-p1847 with dead flowers print
8,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,,sleeves,solis / sonp006-1
9,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,,pocket bags other than hand,solis / sonp006-1
10,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid coated 210t,,lower body & powder skirt,solis / sonp006-pu03
11,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,,hand pocket bags,supplier / ref code
12,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,,chin guard,supplier / ref code
13,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,,underarm vents,supplier / ref code
14,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,,goggle pocket,supplier / ref code
15,L1-102-18_SUTTON_4_7_17_SHELL.csv.csv,,,black,black,black,black,,,none,stretch lycra,,sleeve gaiters,supplier / ref code
0,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,enamel dull black slider / black tape,enamel dull black slider / black tape,,,,,,center front,#5 coil,, za snap-on type (ykk) 1-way semi auto lock
1,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,enamel dull black slider / black tape,enamel dull black slider / black tape,,,,,,inside pocket,#5 coil,,dadhr diecast wire (non ykk) 1-way (non locking)
2,L1-109-17_STOOGE_072616_TRIMS.csv.csv,amount,,dark slate,raven,,,,,,zipper pulls,item,,supplier/ ref number
3,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,enamel dull black,enamel dull black,,,,,,cf,l1-2016-trim-009,,top pull only
4,L1-109-17_STOOGE_072616_TRIMS.csv.csv,amount,,dark slate,raven,,,,,,hem,item,,supplier/ ref number
5,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,dark slate,raven,,,,,,hem drawcord,8mm round woven drawcord with clear plastic tip,,sunsun / sv160218-1 a
6,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1 per side = 2,,enamel dull black,enamel dull black,,,,,,hem grommets,metal grommet,,none
7,L1-109-17_STOOGE_072616_TRIMS.csv.csv,amount,,dark slate,raven,,,,,,l1 branded trims,item,,supplier/ ref number
8,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,dtm,dtm,,,,,,front left sleeve hem,l1 embroidery small,,soluna / l1-2016-026
9,L1-109-17_STOOGE_072616_TRIMS.csv.csv,7,,matt black finish,matt black finish,,,,,,center front & hand pocket welts,l1 metal snap,,luks / l1-2017-trim-001 l12017-trim-100
10,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,screen print  (see page 4 pdf),screen print  (see page 4 pdf),,,,,,left chest,screen print  (see page 4 pdf),,supplier / trim number
11,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,screen print  (see page 5 pdf),screen print  (see page 5 pdf),,,,,,back ,screen print  (see page 5 pdf),,supplier / trim number
12,L1-109-17_STOOGE_072616_TRIMS.csv.csv,amount,,dark slate,raven,,,,,,thread,spi,,ref number
13,L1-109-17_STOOGE_072616_TRIMS.csv.csv,none,,matching,matching,,,,,,seams,10-12 spi,,none
14,L1-109-17_STOOGE_072616_TRIMS.csv.csv,none,,matching,matching,,,,,,topstitch,8-10 spi,,none
15,L1-109-17_STOOGE_072616_TRIMS.csv.csv,none,,matching,matching,,,,,,bartacks,none,,none
16,L1-109-17_STOOGE_072616_TRIMS.csv.csv,amount,,dark slate,raven,,,,,,marketing,description,,ref number
17,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,l1 hang tag,none,,,,,,lining cb locker loop,l1 hang tag,,l1 hang tag
18,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,wp/ breathability // rn ca / made in china,none,,,,,,lining cb facing,wp/ breathability // rn ca / made in china,,wp/ breathability // rn ca / made in china
19,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,address label,none,,,,,,lining left side seam,address label,,sew as loop
20,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,content label,none,,,,,,lining left side seam,content label,,sew as loop
21,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,washing label,none,,,,,,lining left side seam,washing label,,sew as loop
22,L1-109-17_STOOGE_072616_TRIMS.csv.csv,1,,clear zip tie,none,,,,,,lining locket loop to attach hang tags,clear zip tie,,supplier // 
0,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,,fly ,ykk / 1-way semi auto locking dalh
1,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,,hand pockets,non ykk / 1-way non locking / dadhr diecast wire
2,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,,,, #5 matt water resistant coil,,leg pockets horizontal,non ykk / 1-way non locking / dadhr diecast wire
3,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,,,, #5 matt water resistant coil,,back left pocket,non ykk / 1-way non locking / dadhr diecast wire
4,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,,back right,non ykk / 1-way non locking / dadhr diecast wire
5,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,,balls out venting,non ykk / 2-way non locking / dadhr diecast wire (zip down to close)
6,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire
7,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,amount,,black,dusty green,silt,walnut,,,,additional zipper pulls,,location,supplier/ reference number
8,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,6,,black faux leather,black faux leather,black faux leather,black faux leather,,,,"l1-2018-trim-018
non branded zipper pull. ",,"hand pocket zippers (2), leg pocket zippers (2), back pocket zippers (2)","please source, same faux leather quality as other trims"
9,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,, 11nt-045 / self fabric pull ,,balls out venting,factory made
10,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,amount,,black,dusty green,silt,walnut,,,,branded trims,,location,supplier/ reference number
11,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,2,,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,,,,"l1-2018-trim-010
faux leather backed snap",,front waist band,luks
12,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,black/gold,black/gold,black/gold,black/gold,,,,"l1-2018-trim-012
heat transfer label  ",,back right pocket bag,please source
13,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,"l1-2018-trim-015 
l1 injection mold logo",,front left hem,please source
14,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,amount,,black,dusty green,silt,walnut,,,,trims,,location,supplier/ reference number
15,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,15mm metal snap,,back gaiter/ pant hem,luk's / 404
16,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,boot hook,,front gaiter,xxx
17,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,black,black,black,black,,,,keyclip,,right leg pocket,as last year production
18,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,amount,,black,dusty green,silt,walnut,,,,notions,,location,supplier/ reference number
19,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,,front gaiter under boot hook,factory
20,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,,back gaiter under finger snap hem adjust,factory
21,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"grossgrain 1/4""",,attach key clip in right leg pocket,factory
22,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,1,,black,black,black,black,,,,"grossgrain 1/4""",,balls out venting mesh guard,factory
23,L1-201-18_GEMINI_04-05-17_TRIMS.csv.csv,2,,black,black,black,black,,,,gripper elastic 25mm non logo,,leg gaiters,mtt0022
